CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET,,,
"1235;Shaughnessy;""{""""coordinates"""": [-123.13333599702088", 49.236238307604]," """"type"""": """"Point""""}"";__FIYGD0;74314463;004460499;W 39TH AV",1235
"1249;Shaughnessy;""{""""coordinates"""": [-123.1336209287636", 49.236247864168114]," """"type"""": """"Point""""}"";__FIYGD2;74314447;011097647;W 39TH AV",1249
"1264;Shaughnessy;""{""""coordinates"""": [-123.13385922241939", 49.237583823553585]," """"type"""": """"Point""""}"";__FIYGDC;73914430;011104350;W 37TH AV",1264
"1250;Shaughnessy;""{""""coordinates"""": [-123.13357139810171", 49.23757427092166]," """"type"""": """"Point""""}"";__FIYGDE;73914446;011104368;W 37TH AV",1250
"1263;Shaughnessy;""{""""coordinates"""": [-123.13388340505594", 49.237179009354975]," """"type"""": """"Point""""}"";__FIYGDM;74114431;004581512;W 38TH AV",1263
"1308;Shaughnessy;""{""""coordinates"""": [-123.1350098094483", 49.237613050483006]," """"type"""": """"Point""""}"";__FIYGDQ;73913594;011112034;W 37TH AV",1308
"1335;Shaughnessy;""{""""coordinates"""": [-123.13553557655217", 49.237224730639724]," """"type"""": """"Point""""}"";__FIYGE2;74113559;011111968;W 38TH AV",1335
"1321;Shaughnessy;""{""""coordinates"""": [-123.13528073199299", 49.237218282911]," """"type"""": """"Point""""}"";__FIYGE4;74113577;011112000;W 38TH AV",1321
"5050;Shaughnessy;""{""""coordinates"""": [-123.13892647866697", 49.240305541413775]," """"type"""": """"Point""""}"";__FIYGEA;13073566;011042699;GRANVILLE ST",5050
"5088;Shaughnessy;""{""""coordinates"""": [-123.13893211579021", 49.24011123736003]," """"type"""": """"Point""""}"";__FIYGEC;13073596;011042702;GRANVILLE ST",5088
"5188;Shaughnessy;""{""""coordinates"""": [-123.13896104489217", 49.23917480654822]," """"type"""": """"Point""""}"";__FIYGEI;13073694;011042681;GRANVILLE ST",5188
"1495;Shaughnessy;""{""""coordinates"""": [-123.13899607781397", 49.23821092373303]," """"type"""": """"Point""""}"";__FIYGEQ;13073796;011042222;W 37TH AV",1495
"5516;Shaughnessy;""{""""coordinates"""": [-123.1404588744983", 49.23625581818271]," """"type"""": """"Point""""}"";__FIYGEU;12574304;009271678;CHURCHILL ST",5516
"5315;Shaughnessy;""{""""coordinates"""": [-123.1400658233372", 49.23782731567825]," """"type"""": """"Point""""}"";__FIYGF2;13073905;011124857;GRANVILLE ST",5315
"5383;Shaughnessy;""{""""coordinates"""": [-123.1400869117775", 49.237274082330224]," """"type"""": """"Point""""}"";__FIYGF6;13073985;002565447;GRANVILLE ST",5383
"5488;Shaughnessy;""{""""coordinates"""": [-123.1399801609442", 49.23669626696143]," """"type"""": """"Point""""}"";__FIYGFA;74312595;002457431;CONNAUGHT DRIVE",5488
"1599;Shaughnessy;""{""""coordinates"""": [-123.14183197525655", 49.23836259990197]," """"type"""": """"Point""""}"";__FIYGFC;73912507;011037083;W 37TH AV",1599
"1549;Shaughnessy;""{""""coordinates"""": [-123.14104957234812", 49.238351423232665]," """"type"""": """"Point""""}"";__FIYGFG;73912537;011037148;W 37TH AV",1549
"1519;Shaughnessy;""{""""coordinates"""": [-123.14023627402467", 49.23834028776798]," """"type"""": """"Point""""}"";__FIYGFK;73912577;004811917;W 37TH AV",1519
"5275;Shaughnessy;""{""""coordinates"""": [-123.1398234462409", 49.23833584077754]," """"type"""": """"Point""""}"";__FIYGFM;73912597;004532724;GRANVILLE ST",5275
"1570;Shaughnessy;""{""""coordinates"""": [-123.14156311949563", 49.23874342861301]," """"type"""": """"Point""""}"";__FIYGFW;73712518;007031874;W 36TH AV",1570
"1550;Shaughnessy;""{""""coordinates"""": [-123.14106647211665", 49.23968358956183]," """"type"""": """"Point""""}"";__FIYGG4;73612534;010995536;W 35TH AV",1550
"1510;Shaughnessy;""{""""coordinates"""": [-123.13979359519242", 49.239664924519815]," """"type"""": """"Point""""}"";__FIYGGA;73612594;011079762;W 35TH AV",1510
"1549;Shaughnessy;""{""""coordinates"""": [-123.14108254442402", 49.23930218052381]," """"type"""": """"Point""""}"";__FIYGGI;73712535;010995226;W 36TH AV",1549
"1529;Shaughnessy;""{""""coordinates"""": [-123.14058792931358", 49.240242336837554]," """"type"""": """"Point""""}"";__FIYGGQ;73612557;009703390;W 35TH AV",1529
"1549;Shaughnessy;""{""""coordinates"""": [-123.14104750268363", 49.24024896385256]," """"type"""": """"Point""""}"";__FIYGGS;73612537;010996249;W 35TH AV",1549
"1569;Shaughnessy;""{""""coordinates"""": [-123.1415125602685", 49.240256490841354]," """"type"""": """"Point""""}"";__FIYGGU;73612517;010996273;W 35TH AV",1569
"5062;Shaughnessy;""{""""coordinates"""": [-123.14374622066241", 49.24043271152535]," """"type"""": """"Point""""}"";__FIYGGW;12273076;011095598;MARGUERITE ST",5062
"1683;Shaughnessy;""{""""coordinates"""": [-123.14378387872293", 49.238289547351]," """"type"""": """"Point""""}"";__FIYGHK;12273792;004569270;W 37TH AV",1683
"5211;Shaughnessy;""{""""coordinates"""": [-123.14299304952078", 49.23896157433904]," """"type"""": """"Point""""}"";__FIYGHQ;12573715;010994424;CONNAUGHT DRIVE",5211
"5111;Shaughnessy;""{""""coordinates"""": [-123.1429645233281", 49.239777928194826]," """"type"""": """"Point""""}"";__FIYGHW;12573617;010994602;CONNAUGHT DRIVE",5111
"5325;Shaughnessy;""{""""coordinates"""": [-123.1423254424786", 49.237754813787134]," """"type"""": """"Point""""}"";__FIYGI4;73912294;003537196;CONNAUGHT DRIVE",5325
"1621;Shaughnessy;""{""""coordinates"""": [-123.14201443821186", 49.237332419841806]," """"type"""": """"Point""""}"";__FIYGI8;74112467;011125039;AVONDALE AV",1621
"1677;Shaughnessy;""{""""coordinates"""": [-123.14326910740537", 49.23725078595893]," """"type"""": """"Point""""}"";__FIYGIC;74112255;005223601;SOMERSET CRESCENT",1677
"1691;Shaughnessy;""{""""coordinates"""": [-123.14374170964572", 49.237354094014336]," """"type"""": """"Point""""}"";__FIYGIE;74112225;011124997;SOMERSET CRESCENT",1691
"1650;Shaughnessy;""{""""coordinates"""": [-123.14222585545556", 49.236624233622024]," """"type"""": """"Point""""}"";__FIYGIG;74112406;011124661;AVONDALE AV",1650
"1678;Shaughnessy;""{""""coordinates"""": [-123.14346336640769", 49.2365961404748]," """"type"""": """"Point""""}"";__FIYGIS;74112272;011124644;SOMERSET CRESCENT",1678
"5151;Shaughnessy;""{""""coordinates"""": [-123.13460402997642", 49.23906750670227]," """"type"""": """"Point""""}"";__FIYGIU;73914897;007986718;OAK ST",5151
"5376;Shaughnessy;""{""""coordinates"""": [-123.14411302506919", 49.23697942004294]," """"type"""": """"Point""""}"";__FJ18IO;12274106;011124555;MARGUERITE ST",5376
"5416;Shaughnessy;""{""""coordinates"""": [-123.14412812265755", 49.23669155321557]," """"type"""": """"Point""""}"";__FJ18IQ;12274224;011124563;MARGUERITE ST",5416
"1679;Shaughnessy;""{""""coordinates"""": [-123.14401856161429", 49.23476131787631]," """"type"""": """"Point""""}"";__FJ18IU;75012227;011144653;W 41ST AV",1679
"5238;Shaughnessy;""{""""coordinates"""": [-123.14538576406426", 49.23877594845963]," """"type"""": """"Point""""}"";__FJ18IW;73712106;012794741;ANGUS DRIVE",5238
"1737;Shaughnessy;""{""""coordinates"""": [-123.1449223134533", 49.238383447468884]," """"type"""": """"Point""""}"";__FJ18J8;73912087;012794783;W 37TH AV",1737
"5290;Shaughnessy;""{""""coordinates"""": [-123.14580776721468", 49.2383958171794]," """"type"""": """"Point""""}"";__FJ18JG;73912007;008358087;ANGUS DRIVE",5290
"1778;Shaughnessy;""{""""coordinates"""": [-123.14507997851625", 49.23966327313866]," """"type"""": """"Point""""}"";__FJ18JK;73512134;012794651;W 35TH AV",1778
"5157;Shaughnessy;""{""""coordinates"""": [-123.14446294694432", 49.23927097212777]," """"type"""": """"Point""""}"";__FJ18JS;73712195;012619281;MARGUERITE ST",5157
"1822;Shaughnessy;""{""""coordinates"""": [-123.14651773553275", 49.23968482827181]," """"type"""": """"Point""""}"";__FJ18K4;73512036;012794627;W 35TH AV",1822
"1816;Shaughnessy;""{""""coordinates"""": [-123.14630890833816", 49.239681503828976]," """"type"""": """"Point""""}"";__FJ18K6;73512056;012794635;W 35TH AV",1816
"5189;Shaughnessy;""{""""coordinates"""": [-123.14591126644493", 49.239291163315535]," """"type"""": """"Point""""}"";__FJ18KC;73712097;012794708;ANGUS DRIVE",5189
"1803;Shaughnessy;""{""""coordinates"""": [-123.14611322573592", 49.239295405683215]," """"type"""": """"Point""""}"";__FJ18KE;73712077;003958221;W 36TH AV",1803
"1807;Shaughnessy;""{""""coordinates"""": [-123.14632479885553", 49.23929872700153]," """"type"""": """"Point""""}"";__FJ18KG;73712057;012794716;W 36TH AV",1807
"1822;Shaughnessy;""{""""coordinates"""": [-123.1473503624793", 49.23880581525887]," """"type"""": """"Point""""}"";__FJ18L0;73709786;013947184;W 36TH AV",1822
"1822;Shaughnessy;""{""""coordinates"""": [-123.1474822496527", 49.238807446013354]," """"type"""": """"Point""""}"";__FJ18L2;73709786;013947214;W 36TH AV",1822
"1850;Shaughnessy;""{""""coordinates"""": [-123.14789714530616", 49.23881275351832]," """"type"""": """"Point""""}"";__FJ18L8;73709756;013947265;W 36TH AV",1850
"1833;Shaughnessy;""{""""coordinates"""": [-123.14762794566464", 49.23842271310529]," """"type"""": """"Point""""}"";__FJ18LM;73909777;013947621;W 37TH AV",1833
"1821;Shaughnessy;""{""""coordinates"""": [-123.1473601854532", 49.23841810757604]," """"type"""": """"Point""""}"";__FJ18LQ;73909789;013947699;W 37TH AV",1821
"1886;Shaughnessy;""{""""coordinates"""": [-123.14827971823573", 49.23971358678024]," """"type"""": """"Point""""}"";__FJ18M8;73509720;013947028;W 35TH AV",1886
"1856;Shaughnessy;""{""""coordinates"""": [-123.14758523184858", 49.239703241018084]," """"type"""": """"Point""""}"";__FJ18MG;73509766;007672632;W 35TH AV",1856
"1846;Shaughnessy;""{""""coordinates"""": [-123.14744921822744", 49.23970071612287]," """"type"""": """"Point""""}"";__FJ18MI;73509776;007605927;W 35TH AV",1846
"1845;Shaughnessy;""{""""coordinates"""": [-123.14785952115051", 49.23932014257682]," """"type"""": """"Point""""}"";__FJ18MU;73709753;007328583;W 36TH AV",1845
"1893;Shaughnessy;""{""""coordinates"""": [-123.1484310472561", 49.2393301949755]," """"type"""": """"Point""""}"";__FJ18N2;73709717;005994748;W 36TH AV",1893
"5055;Shaughnessy;""{""""coordinates"""": [-123.14716003031575", 49.24019898966566]," """"type"""": """"Point""""}"";__FJ18N4;73509795;013946986;PINE CRESCENT",5055
"1819;Shaughnessy;""{""""coordinates"""": [-123.14729055139826", 49.24020197166665]," """"type"""": """"Point""""}"";__FJ18N6;73509785;013946951;W 35TH AV",1819
"1833;Shaughnessy;""{""""coordinates"""": [-123.14747884783161", 49.24020252302546]," """"type"""": """"Point""""}"";__FJ18N8;73509773;027241068;W 35TH AV",1833
"1857;Shaughnessy;""{""""coordinates"""": [-123.14793627331326", 49.24020737130567]," """"type"""": """"Point""""}"";__FJ18NG;73509745;027581047;W 35TH AV",1857
"5076;Shaughnessy;""{""""coordinates"""": [-123.14518249638994", 49.2402320935927]," """"type"""": """"Point""""}"";__FJ18NU;12173086;003335607;ANGUS DRIVE",5076
"5092;Shaughnessy;""{""""coordinates"""": [-123.14518618932766", 49.240085916226455]," """"type"""": """"Point""""}"";__FJ18NW;12173094;005785839;ANGUS DRIVE",5092
"5091;Shaughnessy;""{""""coordinates"""": [-123.14605379195329", 49.240100105539234]," """"type"""": """"Point""""}"";__FJ18O8;12173093;005313066;ANGUS DRIVE",5091
"1964;Shaughnessy;""{""""coordinates"""": [-123.15058437514423", 49.239744760667286]," """"type"""": """"Point""""}"";__FJ18OI;73509238;013281194;W 35TH AV",1964
"1958;Shaughnessy;""{""""coordinates"""": [-123.15037486188155", 49.23974188523534]," """"type"""": """"Point""""}"";__FJ18OK;73509246;003357350;W 35TH AV",1958
"1950;Shaughnessy;""{""""coordinates"""": [-123.15016603690329", 49.23973945829105]," """"type"""": """"Point""""}"";__FJ18OM;73509254;006712134;W 35TH AV",1950
"5115;Shaughnessy;""{""""coordinates"""": [-123.14896238894707", 49.239723502836604]," """"type"""": """"Point""""}"";__FJ18OY;73509296;012100951;CYPRESS ST",5115
"1919;Shaughnessy;""{""""coordinates"""": [-123.14935208448658", 49.23934653966047]," """"type"""": """"Point""""}"";__FJ18P0;73709287;011692456;W 36TH AV",1919
"1933;Shaughnessy;""{""""coordinates"""": [-123.14976905922774", 49.23935182876058]," """"type"""": """"Point""""}"";__FJ18P4;73709271;013281291;W 36TH AV",1933
"1987;Shaughnessy;""{""""coordinates"""": [-123.15123921256478", 49.23937193384152]," """"type"""": """"Point""""}"";__FJ18PI;73709215;013281372;W 36TH AV",1987
"1938;Shaughnessy;""{""""coordinates"""": [-123.14998880938087", 49.23883880561415]," """"type"""": """"Point""""}"";__FJ18PY;73709262;006750559;W 36TH AV",1938
"1934;Shaughnessy;""{""""coordinates"""": [-123.14979207606726", 49.238835921528185]," """"type"""": """"Point""""}"";__FJ18Q0;73709268;013278576;W 36TH AV",1934
"1933;Shaughnessy;""{""""coordinates"""": [-123.14980889277079", 49.2384549510002]," """"type"""": """"Point""""}"";__FJ18QC;73909345;004960912;W 37TH AV",1933
"1941;Shaughnessy;""{""""coordinates"""": [-123.15001358828837", 49.23845647543113]," """"type"""": """"Point""""}"";__FJ18QE;73909331;013278665;W 37TH AV",1941
"1971;Shaughnessy;""{""""coordinates"""": [-123.15085382585859", 49.238470664221744]," """"type"""": """"Point""""}"";__FJ18QK;73909257;004499174;W 37TH AV",1971
"1973;Shaughnessy;""{""""coordinates"""": [-123.15106538752283", 49.238471278298206]," """"type"""": """"Point""""}"";__FJ18QM;73909243;002598175;W 37TH AV",1973
"1987;Shaughnessy;""{""""coordinates"""": [-123.15127420856818", 49.238474153383116]," """"type"""": """"Point""""}"";__FJ18QO;73909229;013278690;W 37TH AV",1987
"1989;Shaughnessy;""{""""coordinates"""": [-123.1514885260507", 49.23847747064558]," """"type"""": """"Point""""}"";__FJ18QQ;73909215;004412958;W 37TH AV",1989
"5290;Shaughnessy;""{""""coordinates"""": [-123.15169597611272", 49.23848123729541]," """"type"""": """"Point""""}"";__FJ18QS;73909207;013278703;MAPLE ST",5290
"5189;Shaughnessy;""{""""coordinates"""": [-123.15214101705054", 49.23938782271106]," """"type"""": """"Point""""}"";__FJ18R6;73709195;013029959;MAPLE ST",5189
"5060;Shaughnessy;""{""""coordinates"""": [-123.15144954207364", 49.2403071728269]," """"type"""": """"Point""""}"";__FJ18RC;09273478;004432371;MAPLE ST",5060
"1931;Shaughnessy;""{""""coordinates"""": [-123.14967857147198", 49.24018042613677]," """"type"""": """"Point""""}"";__FJ18RM;73509269;004166175;W 35TH AV",1931
"1907;Shaughnessy;""{""""coordinates"""": [-123.14899193737591", 49.240179523662846]," """"type"""": """"Point""""}"";__FJ18RS;73509293;013281526;W 35TH AV",1907
"1791;Shaughnessy;""{""""coordinates"""": [-123.1470795317079", 49.23600054220155]," """"type"""": """"Point""""}"";__FJ18RY;12074396;011029510;W 40TH AV",1791
"1710;Shaughnessy;""{""""coordinates"""": [-123.14500968660683", 49.236568105612925]," """"type"""": """"Point""""}"";__FJ18S8;74212094;011124512;W 38TH AV",1710
"1730;Shaughnessy;""{""""coordinates"""": [-123.1454620680772", 49.23657426532938]," """"type"""": """"Point""""}"";__FJ18SA;74212074;002813076;W 38TH AV",1730
"1770;Shaughnessy;""{""""coordinates"""": [-123.1463517272858", 49.23658887438139]," """"type"""": """"Point""""}"";__FJ18SE;74212034;011124547;W 38TH AV",1770
"5516;Shaughnessy;""{""""coordinates"""": [-123.14872891843443", 49.23612973418306]," """"type"""": """"Point""""}"";__FJ18SG;09774304;004369688;CYPRESS ST",5516
"5311;Shaughnessy;""{""""coordinates"""": [-123.14941115265873", 49.23794228719563]," """"type"""": """"Point""""}"";__FJ18SW;73909396;011123443;CYPRESS ST",5311
"5361;Shaughnessy;""{""""coordinates"""": [-123.1495152377334", 49.23739029401983]," """"type"""": """"Point""""}"";__FJ18T0;09773933;011123486;CYPRESS ST",5361
"5488;Shaughnessy;""{""""coordinates"""": [-123.15013604444408", 49.236543476634864]," """"type"""": """"Point""""}"";__FJ18TA;09373992;011123583;LABURNUM ST",5488
"5388;Shaughnessy;""{""""coordinates"""": [-123.1501209707944", 49.23718125945438]," """"type"""": """"Point""""}"";__FJ18TG;09373944;011123648;LABURNUM ST",5388
"5312;Shaughnessy;""{""""coordinates"""": [-123.14877011581466", 49.23793187942131]," """"type"""": """"Point""""}"";__FJ18TM;73909704;011121611;CYPRESS ST",5312
"5425;Shaughnessy;""{""""coordinates"""": [-123.14805657643248", 49.23679671411743]," """"type"""": """"Point""""}"";__FJ18U0;12074227;011123346;ANGUS DRIVE",5425
"5388;Shaughnessy;""{""""coordinates"""": [-123.14870664097774", 49.23716061854997]," """"type"""": """"Point""""}"";__FJ18UA;09773946;011123389;CYPRESS ST",5388
"5308;Shaughnessy;""{""""coordinates"""": [-123.14629164411971", 49.237813203914996]," """"type"""": """"Point""""}"";__FJ18UM;73912006;010475354;ANGUS DRIVE",5308
"1736;Shaughnessy;""{""""coordinates"""": [-123.14513901836858", 49.23779533596855]," """"type"""": """"Point""""}"";__FJ18US;73912064;011125179;W 37TH AV",1736
"1763;Shaughnessy;""{""""coordinates"""": [-123.14602126342986", 49.23725405050875]," """"type"""": """"Point""""}"";__FJ18V4;74212031;007091001;W 38TH AV",1763
"1691;Shaughnessy;""{""""coordinates"""": [-123.14432325307564", 49.23601531652785]," """"type"""": """"Point""""}"";__FJ18V8;74712205;011124598;W 40TH AV",1691
"5678;Shaughnessy;""{""""coordinates"""": [-123.14711209961503", 49.23495435291757]," """"type"""": """"Point""""}"";__FJ194W;12074764;005162149;ANGUS DRIVE",5678
"5690;Shaughnessy;""{""""coordinates"""": [-123.14712226303537", 49.23468088428034]," """"type"""": """"Point""""}"";__FJ194Y;12074794;011144726;ANGUS DRIVE",5690
"1725;Shaughnessy;""{""""coordinates"""": [-123.14539381447958", 49.23478385540494]," """"type"""": """"Point""""}"";__FJ1954;75012175;011144777;W 41ST AV",1725
"1708;Shaughnessy;""{""""coordinates"""": [-123.14502709140928", 49.235352834324075]," """"type"""": """"Point""""}"";__FJ1958;74712096;008065527;W 40TH AV",1708
"1728;Shaughnessy;""{""""coordinates"""": [-123.14537519732775", 49.235358225713036]," """"type"""": """"Point""""}"";__FJ195A;74712076;011124164;W 40TH AV",1728
"1742;Shaughnessy;""{""""coordinates"""": [-123.14573332007281", 49.235364511937675]," """"type"""": """"Point""""}"";__FJ195C;74712056;011124172;W 40TH AV",1742
"5588;Shaughnessy;""{""""coordinates"""": [-123.14874971111166", 49.235693437715014]," """"type"""": """"Point""""}"";__FJ195K;09774336;011121351;CYPRESS ST",5588
"5678;Shaughnessy;""{""""coordinates"""": [-123.14876911034463", 49.23507229056243]," """"type"""": """"Point""""}"";__FJ195Q;09774384;011121459;CYPRESS ST",5678
"1883;Shaughnessy;""{""""coordinates"""": [-123.14889654474345", 49.234742900121546]," """"type"""": """"Point""""}"";__FJ195S;75009705;011087358;W 41ST AV",1883
"5669;Shaughnessy;""{""""coordinates"""": [-123.14812206184179", 49.23492246052097]," """"type"""": """"Point""""}"";__FJ195Y;12074777;011144513;ANGUS DRIVE",5669
"5649;Shaughnessy;""{""""coordinates"""": [-123.14811305009697", 49.23516579366371]," """"type"""": """"Point""""}"";__FJ1960;12074757;011121564;ANGUS DRIVE",5649
"5609;Shaughnessy;""{""""coordinates"""": [-123.14810168583043", 49.2356331115876]," """"type"""": """"Point""""}"";__FJ1964;12074717;011121483;ANGUS DRIVE",5609
"5584;Shaughnessy;""{""""coordinates"""": [-123.15015918696908", 49.2357172327311]," """"type"""": """"Point""""}"";__FJ196A;09374332;011121157;LABURNUM ST",5584
"5638;Shaughnessy;""{""""coordinates"""": [-123.15017576577034", 49.23529983147842]," """"type"""": """"Point""""}"";__FJ196E;09374364;005311420;LABURNUM ST",5638
"5662;Shaughnessy;""{""""coordinates"""": [-123.1501847474068", 49.2350906801772]," """"type"""": """"Point""""}"";__FJ196G;09374380;004791339;LABURNUM ST",5662
"5688;Shaughnessy;""{""""coordinates"""": [-123.15026133204178", 49.23476090456185]," """"type"""": """"Point""""}"";__FJ196I;75009307;011144459;LABURNUM ST",5688
"1907;Shaughnessy;""{""""coordinates"""": [-123.14952158811978", 49.23475197860002]," """"type"""": """"Point""""}"";__FJ196M;75009397;011144467;W 41ST AV",1907
"5549;Shaughnessy;""{""""coordinates"""": [-123.14957241272553", 49.235916348234355]," """"type"""": """"Point""""}"";__FJ196W;09774317;011121203;CYPRESS ST",5549
"5550;Shaughnessy;""{""""coordinates"""": [-123.15159197126093", 49.23594606271229]," """"type"""": """"Point""""}"";__FJ196Y;09274314;011120649;MAPLE ST",5550
"5666;Shaughnessy;""{""""coordinates"""": [-123.1516106893539", 49.23511397731511]," """"type"""": """"Point""""}"";__FJ1976;09274378;011120681;MAPLE ST",5666
"5687;Shaughnessy;""{""""coordinates"""": [-123.15087308433276", 49.23477178307055]," """"type"""": """"Point""""}"";__FJ197E;75009295;011144432;LABURNUM ST",5687
"5661;Shaughnessy;""{""""coordinates"""": [-123.15099758646365", 49.23510309548172]," """"type"""": """"Point""""}"";__FJ197G;09374379;011120720;LABURNUM ST",5661
"5611;Shaughnessy;""{""""coordinates"""": [-123.15098406004466", 49.23552813884404]," """"type"""": """"Point""""}"";__FJ197I;09374347;011120762;LABURNUM ST",5611
"2001;Shaughnessy;""{""""coordinates"""": [-123.15226478165451", 49.234789278932055]," """"type"""": """"Point""""}"";__FJ197O;75009197;010812954;W 41ST AV",2001
"2042;Shaughnessy;""{""""coordinates"""": [-123.15316376379953", 49.23977910477493]," """"type"""": """"Point""""}"";__FJ1982;73509144;002429993;W 35TH AV",2042
"2034;Shaughnessy;""{""""coordinates"""": [-123.15295356616053", 49.23977714344671]," """"type"""": """"Point""""}"";__FJ1984;73509154;013280791;W 35TH AV",2034
"2045;Shaughnessy;""{""""coordinates"""": [-123.1533987381728", 49.23940188320475]," """"type"""": """"Point""""}"";__FJ198E;73709147;013281046;W 36TH AV",2045
"2050;Shaughnessy;""{""""coordinates"""": [-123.1534075910404", 49.23889363101523]," """"type"""": """"Point""""}"";__FJ198M;73709148;013279050;W 36TH AV",2050
"2020;Shaughnessy;""{""""coordinates"""": [-123.1525670846171", 49.23887947014743]," """"type"""": """"Point""""}"";__FJ198S;73709180;013279084;W 36TH AV",2020
"2011;Shaughnessy;""{""""coordinates"""": [-123.15238072004587", 49.23849606881719]," """"type"""": """"Point""""}"";__FJ198U;73909187;013279092;W 37TH AV",2011
"2035;Shaughnessy;""{""""coordinates"""": [-123.15316456877403", 49.234801564353866]," """"type"""": """"Point""""}"";__FJ19BW;75009157;007765711;W 41ST AV",2035
"5670;Shaughnessy;""{""""coordinates"""": [-123.15346332797097", 49.235892741770684]," """"type"""": """"Point""""}"";__FJ19C4;09173986;010812962;EAST BOULEVARD",5670
"2063;Shaughnessy;""{""""coordinates"""": [-123.15402604056725", 49.239411384087084]," """"type"""": """"Point""""}"";__FJ19CA;73709123;013281071;W 36TH AV",2063
"2071;Shaughnessy;""{""""coordinates"""": [-123.15423210582763", 49.239414707262725]," """"type"""": """"Point""""}"";__FJ19CC;73709115;013281101;W 36TH AV",2071
"2066;Shaughnessy;""{""""coordinates"""": [-123.15382522323041", 49.238899372354176]," """"type"""": """"Point""""}"";__FJ19CG;73709132;013279009;W 36TH AV",2066
"2063;Shaughnessy;""{""""coordinates"""": [-123.15385837996617", 49.238517030184966]," """"type"""": """"Point""""}"";__FJ19CI;73909131;013279149;W 37TH AV",2063
"2075;Shaughnessy;""{""""coordinates"""": [-123.15426572230753", 49.238523665168806]," """"type"""": """"Point""""}"";__FJ19CM;73909115;011360330;W 37TH AV",2075
"4237;Shaughnessy;""{""""coordinates"""": [-123.14510433376225", 49.24813542618121]," """"type"""": """"Point""""}"";__FJ19EW;12271071;005302684;MARGUERITE ST",4237
"4289;Shaughnessy;""{""""coordinates"""": [-123.14511817149406", 49.24770452816915]," """"type"""": """"Point""""}"";__FJ19F0;12271095;008399565;MARGUERITE ST",4289
"4198;Shaughnessy;""{""""coordinates"""": [-123.14571490133088", 49.24835097504863]," """"type"""": """"Point""""}"";__FJ19F8;12171060;011030283;ANGUS DRIVE",4198
"4188;Shaughnessy;""{""""coordinates"""": [-123.14570863470111", 49.24855607423478]," """"type"""": """"Point""""}"";__FJ19FA;12171048;011030321;ANGUS DRIVE",4188
"4288;Shaughnessy;""{""""coordinates"""": [-123.14720167683465", 49.24773514766802]," """"type"""": """"Point""""}"";__FJ19FQ;12071094;011032227;PINE CRESCENT",4288
"4272;Shaughnessy;""{""""coordinates"""": [-123.14718916181553", 49.247957795623044]," """"type"""": """"Point""""}"";__FJ19FS;12071082;011032260;PINE CRESCENT",4272
"4238;Shaughnessy;""{""""coordinates"""": [-123.14718800165868", 49.2481637879228]," """"type"""": """"Point""""}"";__FJ19FU;12071070;011032341;PINE CRESCENT",4238
"4164;Shaughnessy;""{""""coordinates"""": [-123.14717686934328", 49.24857893205722]," """"type"""": """"Point""""}"";__FJ19FY;12071046;011032430;PINE CRESCENT",4164
"1826;Shaughnessy;""{""""coordinates"""": [-123.1468385938024", 49.24913977438951]," """"type"""": """"Point""""}"";__FJ19G4;71012056;011030500;W KING EDWARD AV",1826
"1808;Shaughnessy;""{""""coordinates"""": [-123.1464497285265", 49.249133080786265]," """"type"""": """"Point""""}"";__FJ19G6;71012096;011032057;W KING EDWARD AV",1808
"4123;Shaughnessy;""{""""coordinates"""": [-123.14784238034792", 49.249151528324255]," """"type"""": """"Point""""}"";__FJ19GG;71009794;011033401;PINE CRESCENT",4123
"4239;Shaughnessy;""{""""coordinates"""": [-123.14793080490216", 49.24817318371153]," """"type"""": """"Point""""}"";__FJ19GM;12071071;011033509;PINE CRESCENT",4239
"4281;Shaughnessy;""{""""coordinates"""": [-123.1479425734753", 49.247743196524]," """"type"""": """"Point""""}"";__FJ19GQ;12071095;011033568;PINE CRESCENT",4281
"4288;Shaughnessy;""{""""coordinates"""": [-123.14850498820556", 49.24775236071785]," """"type"""": """"Point""""}"";__FJ19GS;09771096;011033584;CYPRESS ST",4288
"4212;Shaughnessy;""{""""coordinates"""": [-123.14848712190616", 49.248387896854695]," """"type"""": """"Point""""}"";__FJ19GY;09771060;008650926;CYPRESS ST",4212
"1750;Shaughnessy;""{""""coordinates"""": [-123.14568842524008", 49.24730081502493]," """"type"""": """"Point""""}"";__FJ19H2;12171704;011021063;NANTON AV",1750
"4362;Shaughnessy;""{""""coordinates"""": [-123.1455245521187", 49.24689578627646]," """"type"""": """"Point""""}"";__FJ19H6;12171726;011021080;ANGUS DRIVE",4362
"4490;Shaughnessy;""{""""coordinates"""": [-123.14503806642666", 49.24570633744336]," """"type"""": """"Point""""}"";__FJ19HG;12171798;011021161;ANGUS DRIVE",4490
"4448;Shaughnessy;""{""""coordinates"""": [-123.1467506304666", 49.24613232999335]," """"type"""": """"Point""""}"";__FJ19I4;12071776;011021811;PINE CRESCENT",4448
"4490;Shaughnessy;""{""""coordinates"""": [-123.14660238289807", 49.24572548379338]," """"type"""": """"Point""""}"";__FJ19I8;12071796;011021829;PINE CRESCENT",4490
"4489;Shaughnessy;""{""""coordinates"""": [-123.14595564756715", 49.24572226380335]," """"type"""": """"Point""""}"";__FJ19IA;12171797;011021837;ANGUS DRIVE",4489
