CIVIC_NUMBER;Geo Local Area;Geom;P_PARCEL_ID;PCOORD;SITE_ID;STD_STREET,,,
"4289;Shaughnessy;""{""""coordinates"""": [-123.13483773814366", 49.24749450493208]," """"type"""": """"Point""""}"";__FJ0NG8;14471261;011028181;HUDSON ST",4289
"1339;Shaughnessy;""{""""coordinates"""": [-123.1355454041243", 49.24751211706318]," """"type"""": """"Point""""}"";__FJ0NGC;71713543;011028211;NANTON AV",1339
"1383;Shaughnessy;""{""""coordinates"""": [-123.13620453451965", 49.24761252023954]," """"type"""": """"Point""""}"";__FJ0NGG;71713515;008715432;NANTON AV",1383
"1592;Shaughnessy;""{""""coordinates"""": [-123.14125818758605", 49.24809885973944]," """"type"""": """"Point""""}"";__FJ0NGK;71212506;011172398;W 26TH AV",1592
"1566;Shaughnessy;""{""""coordinates"""": [-123.14096426400249", 49.24809248131304]," """"type"""": """"Point""""}"";__FJ0NGM;71212516;011172401;W 26TH AV",1566
"4237;Shaughnessy;""{""""coordinates"""": [-123.13958300552493", 49.24796598532651]," """"type"""": """"Point""""}"";__FJ0NGW;13071231;010526072;GRANVILLE ST",4237
"1535;Shaughnessy;""{""""coordinates"""": [-123.1400944247779", 49.24768156672389]," """"type"""": """"Point""""}"";__FJ0NH0;71712577;011098821;NANTON AV",1535
"1549;Shaughnessy;""{""""coordinates"""": [-123.14038627586487", 49.24768480154993]," """"type"""": """"Point""""}"";__FJ0NH2;71712557;011172487;NANTON AV",1549
"1576;Shaughnessy;""{""""coordinates"""": [-123.14096848168995", 49.24717046481505]," """"type"""": """"Point""""}"";__FJ0NHC;71712524;011016701;NANTON AV",1576
"1542;Shaughnessy;""{""""coordinates"""": [-123.14041129734169", 49.24716169834397]," """"type"""": """"Point""""}"";__FJ0NHE;71712564;009267743;NANTON AV",1542
"4325;Shaughnessy;""{""""coordinates"""": [-123.13961336632603", 49.24704799412712]," """"type"""": """"Point""""}"";__FJ0NHI;13071737;011016779;GRANVILLE ST",4325
"4339;Shaughnessy;""{""""coordinates"""": [-123.13961902556125", 49.24686223571252]," """"type"""": """"Point""""}"";__FJ0NHK;13071767;011016787;GRANVILLE ST",4339
"4355;Shaughnessy;""{""""coordinates"""": [-123.13962465452886", 49.24667063042603]," """"type"""": """"Point""""}"";__FJ0NHM;13071797;011016795;GRANVILLE ST",4355
"1598;Shaughnessy;""{""""coordinates"""": [-123.14130292856663", 49.24622194956606]," """"type"""": """"Point""""}"";__FJ0NHW;71812506;011023571;W 28TH AV",1598
"1568;Shaughnessy;""{""""coordinates"""": [-123.14072322039631", 49.24621277138108]," """"type"""": """"Point""""}"";__FJ0NI0;71812546;011023635;W 28TH AV",1568
"4487;Shaughnessy;""{""""coordinates"""": [-123.13965880838214", 49.245636577892796]," """"type"""": """"Point""""}"";__FJ0NIA;13071895;005071305;GRANVILLE ST",4487
"1575;Shaughnessy;""{""""coordinates"""": [-123.14102678474835", 49.24574868784613]," """"type"""": """"Point""""}"";__FJ0NII;72112527;011023830;W 29TH AV",1575
"4195;Shaughnessy;""{""""coordinates"""": [-123.14226149913934", 49.2484313427519]," """"type"""": """"Point""""}"";__FJ0NIM;71012296;011330457;ALEXANDRA ST",4195
"1628;Shaughnessy;""{""""coordinates"""": [-123.14218411610659", 49.247188287887646]," """"type"""": """"Point""""}"";__FJ0NJ2;71712282;011017465;NANTON AV",1628
"1632;Shaughnessy;""{""""coordinates"""": [-123.14250729556278", 49.247192837074984]," """"type"""": """"Point""""}"";__FJ0NJ4;71712268;011017473;NANTON AV",1632
"1656;Shaughnessy;""{""""coordinates"""": [-123.1431359312684", 49.24720238646821]," """"type"""": """"Point""""}"";__FJ0NJ8;71712240;011017511;NANTON AV",1656
"4412;Shaughnessy;""{""""coordinates"""": [-123.14387540150511", 49.246353658119915]," """"type"""": """"Point""""}"";__FJ0NJE;12271804;011024275;MARGUERITE ST",4412
"4462;Shaughnessy;""{""""coordinates"""": [-123.14370666179508", 49.245922555604686]," """"type"""": """"Point""""}"";__FJ0NJI;12271864;011024330;MARGUERITE ST",4462
"1689;Shaughnessy;""{""""coordinates"""": [-123.14361463820113", 49.245696889619516]," """"type"""": """"Point""""}"";__FJ0NJK;12271894;011024356;W 29TH AV",1689
"1669;Shaughnessy;""{""""coordinates"""": [-123.14302752087286", 49.24578442199759]," """"type"""": """"Point""""}"";__FJ0NJM;72112225;011024372;W 29TH AV",1669
"1608;Shaughnessy;""{""""coordinates"""": [-123.14192344656287", 49.24623196524461]," """"type"""": """"Point""""}"";__FJ0NJU;71812294;003616045;W 28TH AV",1608
"1658;Shaughnessy;""{""""coordinates"""": [-123.14297170544938", 49.24624909498981]," """"type"""": """"Point""""}"";__FJ0NK0;71812234;011024518;W 28TH AV",1658
"1676;Shaughnessy;""{""""coordinates"""": [-123.14330078824072", 49.246254084412335]," """"type"""": """"Point""""}"";__FJ0NK2;71812214;008426899;W 28TH AV",1676
"4112;Shaughnessy;""{""""coordinates"""": [-123.13868128064304", 49.249102287422325]," """"type"""": """"Point""""}"";__FJ0NK4;13071002;011180129;GRANVILLE ST",4112
"4138;Shaughnessy;""{""""coordinates"""": [-123.13870685726366", 49.248912916112864]," """"type"""": """"Point""""}"";__FJ0NKE;13071032;006894020;GRANVILLE ST",4138
"1070;Shaughnessy;""{""""coordinates"""": [-123.12929590755597", 49.24886186343227]," """"type"""": """"Point""""}"";__FJ0NLA;71014812;011073900;W KING EDWARD AV",1070
"1050;Shaughnessy;""{""""coordinates"""": [-123.12874145656932", 49.24885393714109]," """"type"""": """"Point""""}"";__FJ0NLC;71014844;011073918;W KING EDWARD AV",1050
"4141;Shaughnessy;""{""""coordinates"""": [-123.12799293613182", 49.248724355975426]," """"type"""": """"Point""""}"";__FJ0NLG;15071023;011028432;OAK ST",4141
"1588;Shaughnessy;""{""""coordinates"""": [-123.14113635608398", 49.24515486845678]," """"type"""": """"Point""""}"";__FJ0NOW;72112504;007470941;W 29TH AV",1588
"1527;Shaughnessy;""{""""coordinates"""": [-123.13988010807819", 49.24986155974483]," """"type"""": """"Point""""}"";__FJ1T5W;71012587;003998827;W KING EDWARD AV",1527
"1980;Shaughnessy;""{""""coordinates"""": [-123.15102674442059", 49.238854535354044]," """"type"""": """"Point""""}"";__FJ2CT4;73709232;013278533;W 36TH AV",1980
"1790;Shaughnessy;""{""""coordinates"""": [-123.14705265435927", 49.236654980908305]," """"type"""": """"Point""""}"";__FJ2CTG;12074204;011029447;W 38TH AV",1790
"1778;Shaughnessy;""{""""coordinates"""": [-123.14602100911989", 49.237810856730185]," """"type"""": """"Point""""}"";__FJ2CTM;73912016;011125110;W 37TH AV",1778
"1692;Shaughnessy;""{""""coordinates"""": [-123.1443568434455", 49.23534243873488]," """"type"""": """"Point""""}"";__FJ2CUM;74712204;003093191;W 40TH AV",1692
"1741;Shaughnessy;""{""""coordinates"""": [-123.14574891550109", 49.23478699704498]," """"type"""": """"Point""""}"";__FJ2CUO;75012155;011144751;W 41ST AV",1741
"5637;Shaughnessy;""{""""coordinates"""": [-123.15099235421329", 49.23531988791097]," """"type"""": """"Point""""}"";__FJ2CUQ;09374363;011120746;LABURNUM ST",5637
"2019;Shaughnessy;""{""""coordinates"""": [-123.15255040917671", 49.239393129748514]," """"type"""": """"Point""""}"";__FJ2CUU;73709179;013281020;W 36TH AV",2019
"2085;Shaughnessy;""{""""coordinates"""": [-123.15451419419796", 49.239342359350765]," """"type"""": """"Point""""}"";__FJ2CV6;09173596;009839674;W 36TH AV",2085
"4211;Shaughnessy;""{""""coordinates"""": [-123.1479245762968", 49.24837873274009]," """"type"""": """"Point""""}"";__FJ2CVG;12071059;005103908;PINE CRESCENT",4211
"2047;Shaughnessy;""{""""coordinates"""": [-123.15303047507624", 49.240431895444985]," """"type"""": """"Point""""}"";__FJ2CVQ;73509161;013281631;W 35TH AV",2047
"4183;Shaughnessy;""{""""coordinates"""": [-123.14940421402986", 49.24854367231817]," """"type"""": """"Point""""}"";__FJ2CVS;09771027;011033843;CYPRESS ST",4183
"4483;Shaughnessy;""{""""coordinates"""": [-123.1445071985706", 49.2458963613936]," """"type"""": """"Point""""}"";__FJ2CW6;12271863;011021233;MARGUERITE ST",4483
"4784;Shaughnessy;""{""""coordinates"""": [-123.14341817361877", 49.2429069547587]," """"type"""": """"Point""""}"";__FM5RDD;12272532;026127555;MARGUERITE ST",4784
"4788;Shaughnessy;""{""""coordinates"""": [-123.14345795879946", 49.242773254080944]," """"type"""": """"Point""""}"";__FM5RDG;12272540;026127563;MARGUERITE ST",4788
"4828;Shaughnessy;""{""""coordinates"""": [-123.14353943748866", 49.24246768349666]," """"type"""": """"Point""""}"";__FNHX02;12272564;027519911;MARGUERITE ST",4828
"1355;Shaughnessy;""{""""coordinates"""": [-123.13565181580249", 49.2485331218855]," """"type"""": """"Point""""}"";__FPG0AQ;71213545;028390644;W 26TH AV",1355
"1035;Shaughnessy;""{""""coordinates"""": [-123.12864626053985", 49.2438185471372]," """"type"""": """"Point""""}"";__FW7QV7;72114879;029462100;CONNAUGHT DRIVE",1035
"1849;Shaughnessy;""{""""coordinates"""": [-123.14769984861647", 49.240205622900035]," """"type"""": """"Point""""}"";__FXL9VK;73509763;029463122;W 35TH AV",1849
"1029;Shaughnessy;""{""""coordinates"""": [-123.12855801688424", 49.24658750488789]," """"type"""": """"Point""""}"";__FY30OJ;71714881;029548802;NANTON AV",1029
"4787;Shaughnessy;""{""""coordinates"""": [-123.14437648786118", 49.242939934034695]," """"type"""": """"Point""""}"";__FYD8LL;12272533;029566479;MARGUERITE ST",4787
"1037;Shaughnessy;""{""""coordinates"""": [-123.12859935965452", 49.2496927386312]," """"type"""": """"Point""""}"";__GBQAIH;71014873;030296757;W KING EDWARD AV",1037
"1530;Shaughnessy;""{""""coordinates"""": [-123.14007280841433", 49.24807877741466]," """"type"""": """"Point""""}"";__GM17OK;71212576;030898561;W 26TH AV",1530
"1038;Shaughnessy;""{""""coordinates"""": [-123.1288037067067", 49.24697567239407]," """"type"""": """"Point""""}"";__FJ2BKE;71414856;011026341;W 27TH AV",1038
"1149;Shaughnessy;""{""""coordinates"""": [-123.13114681838104", 49.24846486856697]," """"type"""": """"Point""""}"";__FJ2BKG;71214645;011028751;W 26TH AV",1149
"1138;Shaughnessy;""{""""coordinates"""": [-123.13115047624221", 49.24793684433892]," """"type"""": """"Point""""}"";__FJ2BKI;71214638;004902998;W 26TH AV",1138
"1276;Shaughnessy;""{""""coordinates"""": [-123.133753702176", 49.247975219910316]," """"type"""": """"Point""""}"";__FJ2BLI;71214424;011024364;W 26TH AV",1276
"1430;Shaughnessy;""{""""coordinates"""": [-123.13748843600317", 49.24899489782385]," """"type"""": """"Point""""}"";__FJ2BLU;71013076;003615596;W KING EDWARD AV",1430
"1060;Shaughnessy;""{""""coordinates"""": [-123.12901902496735", 49.2488576753556]," """"type"""": """"Point""""}"";__FJ2BM0;71014828;007905262;W KING EDWARD AV",1060
"1150;Shaughnessy;""{""""coordinates"""": [-123.13092494133625", 49.248887005526925]," """"type"""": """"Point""""}"";__FJ2BM2;71014646;011073969;W KING EDWARD AV",1150
"4176;Shaughnessy;""{""""coordinates"""": [-123.14034013611547", 49.248848219914294]," """"type"""": """"Point""""}"";__FJ2BMM;71012506;007993811;ALEXANDRA ST",4176
"4596;Shaughnessy;""{""""coordinates"""": [-123.12960497990075", 49.244664826942824]," """"type"""": """"Point""""}"";__FJ2BTS;14871894;003189210;OSLER ST",4596
"4649;Shaughnessy;""{""""coordinates"""": [-123.13043449535448", 49.24412282086917]," """"type"""": """"Point""""}"";__FJ2BTU;14871953;011010053;OSLER ST",4649
"1122;Shaughnessy;""{""""coordinates"""": [-123.13099986244832", 49.24227320977795]," """"type"""": """"Point""""}"";__FJ2BU0;72514674;010997202;W 32ND AV",1122
"1257;Shaughnessy;""{""""coordinates"""": [-123.13441412275468", 49.2438375358453]," """"type"""": """"Point""""}"";__FJ2BU2;72514451;011013541;W 32ND AV",1257
"1493;Shaughnessy;""{""""coordinates"""": [-123.13870013982643", 49.24406223505269]," """"type"""": """"Point""""}"";__FJ2BU4;13072196;011008539;W 32ND AV",1493
"1138;Shaughnessy;""{""""coordinates"""": [-123.13100676435224", 49.246087146693974]," """"type"""": """"Point""""}"";__FJ2BUI;71714660;011021586;NANTON AV",1138
"1189;Shaughnessy;""{""""coordinates"""": [-123.13184897899565", 49.246632181307334]," """"type"""": """"Point""""}"";__FJ2BUK;71714605;011025883;NANTON AV",1189
"1268;Shaughnessy;""{""""coordinates"""": [-123.13349933983852", 49.24614993153971]," """"type"""": """"Point""""}"";__FJ2BUO;71714432;011021969;NANTON AV",1268
"1343;Shaughnessy;""{""""coordinates"""": [-123.1354893721949", 49.2463774250911]," """"type"""": """"Point""""}"";__FJ2BUS;71813557;011027479;DEVONSHIRE CRESCENT",1343
"4750;Shaughnessy;""{""""coordinates"""": [-123.13872376448263", 49.2434663620808]," """"type"""": """"Point""""}"";__GV6JM1;13072508;031377548;GRANVILLE ST",4750
"1153;Shaughnessy;""{""""coordinates"""": [-123.1315229415859", 49.24185626173975]," """"type"""": """"Point""""}"";__GY311O;73014637;EPS7969;W 33RD AV",1153
"4973;Shaughnessy;""{""""coordinates"""": [-123.14456326665623", 49.24104739844816]," """"type"""": """"Point""""}"";__FJ2ETC;12273039;011328070;MARGUERITE ST",4973
"3851;Shaughnessy;""{""""coordinates"""": [-123.13025984629682", 49.25119098554351]," """"type"""": """"Point""""}"";__FJ2EVU;14870363;016625676;OSLER ST",3851
"3563;Shaughnessy;""{""""coordinates"""": [-123.12787618399379", 49.25389044369283]," """"type"""": """"Point""""}"";__FJ2EVW;15069451;VAS583;OAK ST",3563
"4426;Shaughnessy;""{""""coordinates"""": [-123.13421889813071", 49.24627385272878]," """"type"""": """"Point""""}"";__FJ2FNU;14471706;025500058;HUDSON ST",4426
"5055;Shaughnessy;""{""""coordinates"""": [-123.14282707954112", 49.2404656767043]," """"type"""": """"Point""""}"";__FJEA5I;12573523;025647334;CONNAUGHT DRIVE",5055
"5075;Shaughnessy;""{""""coordinates"""": [-123.14286889097842", 49.24026299813427]," """"type"""": """"Point""""}"";__FJEA5J;12573543;025647342;CONNAUGHT DRIVE",5075
"5087;Shaughnessy;""{""""coordinates"""": [-123.14290882515886", 49.24009068980996]," """"type"""": """"Point""""}"";__FJEA74;12573585;010994645;CONNAUGHT DRIVE",5087
"3818;Shaughnessy;""{""""coordinates"""": [-123.14815338838807", 49.25158629128271]," """"type"""": """"Point""""}"";__FJG6JA;09769898;BCS638;CYPRESS ST",3818
"1976;Shaughnessy;""{""""coordinates"""": [-123.15113034565033", 49.250268493472326]," """"type"""": """"Point""""}"";__FJ0J0G;71009516;010993223;W KING EDWARD AV",1976
"4003;Shaughnessy;""{""""coordinates"""": [-123.1521046383631", 49.250726781114125]," """"type"""": """"Point""""}"";__FJ0J12;09571007;015979164;MAPLE CRESCENT",4003
"4538;Shaughnessy;""{""""coordinates"""": [-123.14360674186767", 49.24492600766886]," """"type"""": """"Point""""}"";__FJ0J2U;12272120;011011483;MARGUERITE ST",4538
"1090;Shaughnessy;""{""""coordinates"""": [-123.12961150604718", 49.24432884751989]," """"type"""": """"Point""""}"";__FJ0QEK;14871902;011008822;DEVONSHIRE CRESCENT",1090
"4650;Shaughnessy;""{""""coordinates"""": [-123.12962602078599", 49.24404773006396]," """"type"""": """"Point""""}"";__FJ0QEO;14871952;004914341;OSLER ST",4650
"1023;Shaughnessy;""{""""coordinates"""": [-123.12816532340013", 49.24370218856317]," """"type"""": """"Point""""}"";__FJ0QEU;15071997;004835298;CONNAUGHT DRIVE",1023
"4649;Shaughnessy;""{""""coordinates"""": [-123.12816362325952", 49.24400083234827]," """"type"""": """"Point""""}"";__FJ0QEY;15071957;009065334;OAK ST",4649
"1050;Shaughnessy;""{""""coordinates"""": [-123.12890225384778", 49.24421138066663]," """"type"""": """"Point""""}"";__FJ0QF6;71914854;011008997;DEVONSHIRE CRESCENT",1050
"1069;Shaughnessy;""{""""coordinates"""": [-123.12913942943229", 49.24475216130648]," """"type"""": """"Point""""}"";__FJ0QFA;71914837;011014156;DEVONSHIRE CRESCENT",1069
"4569;Shaughnessy;""{""""coordinates"""": [-123.12814312401315", 49.2447811829088]," """"type"""": """"Point""""}"";__FJ0QFI;15071875;011014245;OAK ST",4569
"4810;Shaughnessy;""{""""coordinates"""": [-123.12968633935677", 49.24223379938795]," """"type"""": """"Point""""}"";__FJ0QFK;14872502;010996397;OSLER ST",4810
"1030;Shaughnessy;""{""""coordinates"""": [-123.1286660634517", 49.2432122819919]," """"type"""": """"Point""""}"";__FJ0QFY;72114876;010996583;CONNAUGHT DRIVE",1030
"4763;Shaughnessy;""{""""coordinates"""": [-123.12821024114317", 49.242807121452316]," """"type"""": """"Point""""}"";__FJ0QG4;15072165;010996541;OAK ST",4763
"4735;Shaughnessy;""{""""coordinates"""": [-123.1282027183314", 49.24308013531481]," """"type"""": """"Point""""}"";__FJ0QG8;15072133;010996575;OAK ST",4735
"4569;Shaughnessy;""{""""coordinates"""": [-123.13040715099673", 49.244841553188266]," """"type"""": """"Point""""}"";__FJ0QGU;14871877;011014423;OSLER ST",4569
"1156;Shaughnessy;""{""""coordinates"""": [-123.13145071175728", 49.24460243751562]," """"type"""": """"Point""""}"";__FJ0QH2;71914640;011009900;DEVONSHIRE CRESCENT",1156
"1136;Shaughnessy;""{""""coordinates"""": [-123.13127398523416", 49.24453608270451]," """"type"""": """"Point""""}"";__FJ0QH4;71914652;011009934;DEVONSHIRE CRESCENT",1136
"4629;Shaughnessy;""{""""coordinates"""": [-123.13042552774297", 49.244260008365444]," """"type"""": """"Point""""}"";__FJ0QHC;14871933;011010045;OSLER ST",4629
"4669;Shaughnessy;""{""""coordinates"""": [-123.1304333227263", 49.24399059219863]," """"type"""": """"Point""""}"";__FJ0QHE;14871973;011010070;OSLER ST",4669
"4777;Shaughnessy;""{""""coordinates"""": [-123.13045105216769", 49.242803659422506]," """"type"""": """"Point""""}"";__FJ0QIE;14872181;010996931;OSLER ST",4777
"1159;Shaughnessy;""{""""coordinates"""": [-123.13188838880723", 49.243151456550585]," """"type"""": """"Point""""}"";__FJ0QIY;72514647;010997211;W 32ND AV",1159
"1177;Shaughnessy;""{""""coordinates"""": [-123.13238196408146", 49.24328131399616]," """"type"""": """"Point""""}"";__FJ0QJ0;72514627;011123834;W 32ND AV",1177
"1188;Shaughnessy;""{""""coordinates"""": [-123.13230925016947", 49.24275922364567]," """"type"""": """"Point""""}"";__FJ0QJ6;72514616;010996940;W 32ND AV",1188
"4788;Shaughnessy;""{""""coordinates"""": [-123.13237805109738", 49.24254730692791]," """"type"""": """"Point""""}"";__FJ0QJ8;14672524;010996974;SELKIRK ST",4788
"4878;Shaughnessy;""{""""coordinates"""": [-123.13207277682237", 49.24219235332263]," """"type"""": """"Point""""}"";__FJ0QJC;14672584;008244286;SELKIRK ST",4878
"4849;Shaughnessy;""{""""coordinates"""": [-123.13315942121216", 49.24221177700661]," """"type"""": """"Point""""}"";__FJ0QJO;14672573;011000511;SELKIRK ST",4849
"1008;Shaughnessy;""{""""coordinates"""": [-123.1282102700829", 49.24334367843956]," """"type"""": """"Point""""}"";__FJ0QK4;15072105;003389961;CONNAUGHT DRIVE",1008
"1288;Shaughnessy;""{""""coordinates"""": [-123.13448560368988", 49.24330492553125]," """"type"""": """"Point""""}"";__FJ0QKA;72514458;011000473;W 32ND AV",1288
"4850;Shaughnessy;""{""""coordinates"""": [-123.13414172450261", 49.242404910818955]," """"type"""": """"Point""""}"";__FJ0QKK;14472764;008807833;HUDSON ST",4850
"4870;Shaughnessy;""{""""coordinates"""": [-123.13405882569181", 49.242237695569294]," """"type"""": """"Point""""}"";__FJ0QKM;14472784;010468510;HUDSON ST",4870
"4737;Shaughnessy;""{""""coordinates"""": [-123.13358586159977", 49.242911546156215]," """"type"""": """"Point""""}"";__FJ0QKU;14672517;011000546;SELKIRK ST",4737
"1218;Shaughnessy;""{""""coordinates"""": [-123.13369490632071", 49.24309447314006]," """"type"""": """"Point""""}"";__FJ0QKW;72514498;011000554;W 32ND AV",1218
"1272;Shaughnessy;""{""""coordinates"""": [-123.13471545738442", 49.244451550605014]," """"type"""": """"Point""""}"";__FJ0QL2;72114426;011013435;CONNAUGHT DRIVE",1272
